Source,Target,Weight,total,NoJobs,SIC,SICsector,Postcode
Northern Ireland,Derry City and Strabane,"35,000","204,000",5,16100,Manufacturing,BT79 0EU
Northern Ireland,Lisburn and Castlereagh,"1,901","3,802",0,84250,Public Administration And Defence; Compulsory Social Security,BT26 6DX
Northern Ireland,Fermanagh and Omagh,"47,400","219,960",2,42990,Construction,
Northern Ireland,"Newry, Mourne and Down","3,260","6,520",0,16210,Manufacturing,BT31 9DQ
Northern Ireland,Lisburn and Castlereagh,"9,900","75,000",0,82990,Administrative And Support Service Activities,BT28 2BP
Northern Ireland,Ards and North Down,"1,470","3,000",0,59113,Information And Communication,BT18 9HQ
Northern Ireland,Antrim and Newtownabbey,"6,200","25,954",0,14190,Manufacturing,BT39 0TG
Northern Ireland,Causeway Coast and Glens,"2,575","5,150",0,32990,Manufacturing,
Northern Ireland,Belfast,"9,000","80,000",3,70221,"Professional, Scientific And Technical Activities",BT5 6BQ
Northern Ireland,Lisburn and Castlereagh,"38,000","134,100",1,17120,Manufacturing,BT8 8AN
Northern Ireland,Belfast,"4,170","12,700",0,14130,Manufacturing,BT6 9HB
Northern Ireland,"Newry, Mourne and Down","48,800","180,000",4,62010,Information And Communication,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,838","3,750",0,43220,Construction,
Northern Ireland,Causeway Coast and Glens,"11,660","43,304",0,55100,Accommodation And Food Service Activities,BT54 6BN
Northern Ireland,Derry City and Strabane,"1,225","2,500",0,28930,Manufacturing,BT47 3XX
Northern Ireland,Lisburn and Castlereagh,"4,000","10,000",0,77210,Administrative And Support Service Activities,BT26 6LN
Northern Ireland,"Armagh City, Banbridge and Craigavon","2,800","7,000",0,1629,"Agriculture, Forestry And Fishing",BT62 3SH
Northern Ireland,Antrim and Newtownabbey,"81,500","928,000",6,62012,Information And Communication,BT39 0AP
Northern Ireland,Belfast,"22,061","44,123",0,63990,Information And Communication,BT3 9DT
Northern Ireland,Belfast,"5,000","10,000",0,21200,Manufacturing,BT3 9DT
Northern Ireland,Derry City and Strabane,"2,350","4,700",0,32990,Manufacturing,BT47 3SR
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,325","2,650",0,82990,Administrative And Support Service Activities,BT8 7YQ
Northern Ireland,"Armagh City, Banbridge and Craigavon","4,500","9,000",0,14190,Manufacturing,BT67 9AN
Northern Ireland,"Newry, Mourne and Down","32,000","125,000",3,62010,Information And Communication,BT34 5TL
Northern Ireland,Lisburn and Castlereagh,"10,000","25,200",0,82990,Administrative And Support Service Activities,BT3 9LE
Northern Ireland,Lisburn and Castlereagh,"11,760","24,000",0,38110,"Water Supply; Sewerage, Waste Management And Remediation Activities",BT28 2BP
Northern Ireland,Antrim and Newtownabbey,"23,033","92,132",0,28990,Manufacturing,BT41 1AB
Northern Ireland,Lisburn and Castlereagh,"8,000","20,000",1,18129,Manufacturing,BT27 5SX
Northern Ireland,Antrim and Newtownabbey,"14,000","74,000",2,28930,Manufacturing,BT39 9WQ
Northern Ireland,Mid and East Antrim,"15,000","30,000",1,25120,Manufacturing,BT42 3AZ
Northern Ireland,Derry City and Strabane,"22,160","99,400",2,82990,Administrative And Support Service Activities,BT47 3YT
Northern Ireland,"Newry, Mourne and Down","5,880","12,000",0,10850,Manufacturing,BT31 9DU
Northern Ireland,"Armagh City, Banbridge and Craigavon","5,880","12,000",0,43220,Construction,BT61 8LW
Northern Ireland,Belfast,"14,700","30,000",0,43999,Construction,BT14 7BT
Northern Ireland,Belfast,"1,000","9,000",1,82990,Administrative And Support Service Activities,
Northern Ireland,Causeway Coast and Glens,"1,000","9,000",1,82990,Administrative And Support Service Activities,
Northern Ireland,Derry City and Strabane,"8,820","18,000",0,18121,Manufacturing,BT48 0LY
Northern Ireland,Antrim and Newtownabbey,"2,177","4,354",0,23120,Manufacturing,BT41 3UB
Northern Ireland,Lisburn and Castlereagh,"63,976","142,170",0,32990,Manufacturing,BT28 3UY
Northern Ireland,Causeway Coast and Glens,"40,018","84,715",0,26120,Manufacturing,BT49 0HE
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,215","2,430",0,71129,"Professional, Scientific And Technical Activities",BT67 0QH
Northern Ireland,Mid Ulster,"11,424","28,560",0,28302,Manufacturing,BT45 8LQ
Northern Ireland,"Armagh City, Banbridge and Craigavon","25,000","59,559",0,31010,Manufacturing,BT32 3QD
Northern Ireland,Mid Ulster,"2,250","4,500",0,10390,Manufacturing,BT71 6JT
Northern Ireland,"Newry, Mourne and Down","1,575","3,150",0,71129,"Professional, Scientific And Technical Activities",BT35 6JQ
Northern Ireland,Fermanagh and Omagh,777,"1,554",0,70229,"Professional, Scientific And Technical Activities",BT93 0BR
Northern Ireland,Mid and East Antrim,"21,000","104,000",3,43320,Construction,BT41 3PU
Northern Ireland,Derry City and Strabane,"38,408","96,020",2,32400,Manufacturing,BT47 2ED
Northern Ireland,Belfast,"219,692","337,988",0,32990,Manufacturing,BT7 1NF
Sweden,Mid Ulster,"88,887","355,548",0,28923,Manufacturing,BT70 2HW
Northern Ireland,Mid Ulster,"3,525","7,050",0,16290,Manufacturing,BT41 3SH
Northern Ireland,Mid Ulster,"4,325","8,650",0,16290,Manufacturing,BT41 3SH
Irish Republic,Fermanagh and Omagh,"17,300","43,260",1,70229,"Professional, Scientific And Technical Activities",BT74 4EJ
Northern Ireland,Belfast,"1,000","9,000",1,82990,Administrative And Support Service Activities,BT6 9DP
Northern Ireland,Belfast,"41,880","122,900",2,46460,Wholesale And Retail Trade; Repair Of Motor Vehicles And Motorcycles,BT12 5QA
Northern Ireland,Ards and North Down,"14,140","77,700",3,62012,Information And Communication,BT18 9DP
Northern Ireland,Belfast,"40,751","116,432",0,62012,Information And Communication,BT3 9JU
Northern Ireland,Belfast,"21,032","82,083",0,41202,Construction,BT7 1SP
Northern Ireland,Belfast,"164,354","410,886",0,66290,Financial And Insurance Activities,BT2 8FE
Northern Ireland,Mid and East Antrim,"84,000","855,732",28,10130,Manufacturing,BT42 4QJ
Northern Ireland,Mid Ulster,"63,895","172,690",0,28920,Manufacturing,BT70 1TL
Northern Ireland,Fermanagh and Omagh,"23,968","100,550",0,90030,"Arts, Entertainment And Recreation",BT78 5HZ
Northern Ireland,Mid and East Antrim,"33,000","147,500",0,96090,Other Service Activities,BT42 3EQ
Sweden,Mid Ulster,"123,522","792,107",0,28923,Manufacturing,BT70 2HW
Northern Ireland,Mid Ulster,"13,624","34,800",1,31090,Manufacturing,BT71 6JT
Great Britain,"Armagh City, Banbridge and Craigavon","49,920","211,000",0,22210,Manufacturing,BT66 8TP
Northern Ireland,Fermanagh and Omagh,"1,960","4,000",0,55100,Accommodation And Food Service Activities,BT74 6HR
Northern Ireland,Belfast,"48,400","254,664",5,43999,Construction,BT4 1HR
Northern Ireland,Belfast,"2,888","8,335",0,21200,Manufacturing,BT3 9DT
United States,Ards and North Down,"38,000","152,000",0,28131,Manufacturing,BT19 7TA
Northern Ireland,,"25,000","69,502",0,71129,"Professional, Scientific And Technical Activities",
Northern Ireland,Antrim and Newtownabbey,"4,800","9,600",0,23510,Manufacturing,BT51 4PP
Northern Ireland,Antrim and Newtownabbey,"3,450","6,900",0,23510,Manufacturing,BT51 4PP
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid and East Antrim,"20,000","55,000",1,23620,Manufacturing,BT40 2TJ
Northern Ireland,Antrim and Newtownabbey,"43,500","174,000",0,18129,Manufacturing,BT36 4FB
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Causeway Coast and Glens,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"6,000","48,000",2,23610,Manufacturing,BT81 7JW
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Fermanagh and Omagh,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Lisburn and Castlereagh,"2,000","4,000",0,22190,Manufacturing,BT27 4DT
Northern Ireland,Mid and East Antrim,"6,311","18,406",0,16230,Manufacturing,BT42 1JU
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"3,325","6,650",0,66190,Financial And Insurance Activities,BT7 2JD
Northern Ireland,"Newry, Mourne and Down","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,125","2,250",0,71200,"Professional, Scientific And Technical Activities",BT16 1QQ
Northern Ireland,Mid Ulster,"13,732","56,830",1,10130,Manufacturing,BT44 8NQ
Northern Ireland,Mid Ulster,"12,000","108,000",4,10130,Manufacturing,BT44 8NQ
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"3,174","6,348",0,25990,Manufacturing,BT3 9DT
Northern Ireland,Mid Ulster,"1,500","3,000",0,42990,Construction,BT45 7AL
Northern Ireland,Derry City and Strabane,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"2,000","4,000",0,30300,Manufacturing,BT35 8XF
Northern Ireland,Causeway Coast and Glens,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"30,000","150,000",2,10390,Manufacturing,BT71 7EF
Northern Ireland,"Newry, Mourne and Down","39,600","198,000",3,10890,Manufacturing,BT34 2QU
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"30,000","290,000",5,82990,Administrative And Support Service Activities,BT4 1BL
Northern Ireland,Belfast,"64,650","391,300",8,62010,Information And Communication,BT3 9DT
Northern Ireland,Antrim and Newtownabbey,"7,590","22,902",0,82990,Administrative And Support Service Activities,BT36 5QA
Northern Ireland,Lisburn and Castlereagh,"42,000","244,000",6,82990,Administrative And Support Service Activities,BT3 9LE
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"3,951","10,870",0,96090,Other Service Activities,BT41 2SJ
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"69,255","183,159",0,28920,Manufacturing,BT41 2DU
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Ards and North Down,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Antrim and Newtownabbey,"1,800","3,600",0,23510,Manufacturing,BT51 4PP
Northern Ireland,Antrim and Newtownabbey,"10,000","30,000",1,10612,Manufacturing,BT41 2RZ
Northern Ireland,"Newry, Mourne and Down","31,000","100,000",3,24330,Manufacturing,
Northern Ireland,"Armagh City, Banbridge and Craigavon","20,000","20,000",0,15120,Manufacturing,BT25 2PJ
Northern Ireland,"Armagh City, Banbridge and Craigavon","28,200","70,500",1,10920,Manufacturing,BT71 6SL
Northern Ireland,"Newry, Mourne and Down","11,573","24,845",0,25990,Manufacturing,BT34 3FN
Northern Ireland,Causeway Coast and Glens,"8,249","20,623",0,43290,Construction,BT49 0NB
Northern Ireland,Antrim and Newtownabbey,"16,000","209,040",8,96090,Other Service Activities,BT39 9RQ
Northern Ireland,Mid Ulster,"5,000","11,014",0,32120,Manufacturing,BT80 9NR
Irish Republic,Antrim and Newtownabbey,"90,300","778,000",12,62020,Information And Communication,BT36 4GN
Northern Ireland,Mid Ulster,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Belfast,"80,000","400,000",0,18121,Manufacturing,BT13 3LZ
Northern Ireland,Lisburn and Castlereagh,"27,710","98,980",2,27120,Manufacturing,BT8 7RH
Northern Ireland,Derry City and Strabane,"22,800","62,000",0,10410,Manufacturing,BT82 9FR
Northern Ireland,Ards and North Down,"20,000","20,000",0,62020,Information And Communication,BT23 4YH
Northern Ireland,Mid Ulster,"35,120","94,750",1,31090,Manufacturing,BT45 8HG
Northern Ireland,Belfast,"1,000","18,000",2,96090,Other Service Activities,
Northern Ireland,Belfast,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Causeway Coast and Glens,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Derry City and Strabane,"139,470","447,028",0,28920,Manufacturing,BT79 8EQ
Northern Ireland,Lisburn and Castlereagh,"16,858","41,260",1,63110,Information And Communication,BT5 4GQ
Northern Ireland,Derry City and Strabane,"59,944","181,360",2,62012,Information And Communication,BT48 0LY
Northern Ireland,Belfast,"29,129","72,822",0,70229,"Professional, Scientific And Technical Activities",BT9 5FJ
Northern Ireland,"Armagh City, Banbridge and Craigavon","2,750","5,500",0,22220,Manufacturing,BT60 1QE
Northern Ireland,Mid and East Antrim,"112,377","389,214",0,13300,Manufacturing,BT42 3JL
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,750","3,500",0,22220,Manufacturing,BT60 1QE
Northern Ireland,"Armagh City, Banbridge and Craigavon","1,600","3,200",0,22220,Manufacturing,BT60 1QE
Northern Ireland,Fermanagh and Omagh,"1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,"Newry, Mourne and Down","1,500","10,000",1,96090,Other Service Activities,
Northern Ireland,Lisburn and Castlereagh,"148,599","378,222",0,30920,Manufacturing,BT28 2SA
Northern Ireland,Derry City and Strabane,"1,000","9,000",1,96090,Other Service Activities,
Northern Ireland,Mid Ulster,"18,400","46,000",0,32120,Manufacturing,BT80 9NR
Northern Ireland,Belfast,"45,220","113,050",2,63990,Information And Communication,BT7 2JA
Northern Ireland,Ards and North Down,"23,500","90,000",1,18129,Manufacturing,BT23 7SU
Northern Ireland,Mid and East Antrim,"5,250","17,500",0,10890,Manufacturing,
Northern Ireland,Ards and North Down,"39,000","156,000",0,18129,Manufacturing,BT23 7SZ
Northern Ireland,"Newry, Mourne and Down","13,840","34,600",2,11070,Manufacturing,BT34 3NQ
Northern Ireland,Mid Ulster,"39,175","78,750",2,27120,Manufacturing,BT70 3DT
Northern Ireland,Mid Ulster,"1,700","3,400",0,93110,"Arts, Entertainment And Recreation",BT70 2BW
Northern Ireland,Belfast,"15,760","54,900",2,74100,"Professional, Scientific And Technical Activities",BT6 0AN
Northern Ireland,Belfast,"238,181","562,460",0,66290,Financial And Insurance Activities,BT2 8FE
Northern Ireland,Causeway Coast and Glens,"1,665","3,330",0,26511,Manufacturing,BT37 0SZ
Northern Ireland,Belfast,"23,400","58,500",1,62010,Information And Communication,BT9 7GQ
Great Britain,Belfast,"404,988","1,655,512",0,69201,"Professional, Scientific And Technical Activities",BT2 7EJ
Northern Ireland,Fermanagh and Omagh,"1,250","2,500",0,26513,Manufacturing,BT78 3ET
Northern Ireland,Belfast,"2,776","5,552",0,20590,Manufacturing,BT3 9JL
Northern Ireland,Belfast,"2,563","5,126",0,23120,Manufacturing,BT9 7ET
Northern Ireland,"Newry, Mourne and Down","4,320","8,640",0,25110,Manufacturing,BT24 8TT
Northern Ireland,"Newry, Mourne and Down","1,015","2,030",0,25110,Manufacturing,BT24 8TT
Irish Republic,Derry City and Strabane,"38,000","190,000",3,14190,Manufacturing,BT82 9EA
Northern Ireland,Ards and North Down,"1,400","2,800",0,27900,Manufacturing,BT18 9DP
Northern Ireland,Belfast,"4,780","9,560",0,63990,Information And Communication,BT15 5AE
Northern Ireland,Belfast,"1,200","2,400",0,14190,Manufacturing,BT9 6FJ
Northern Ireland,Ards and North Down,"5,000","10,500",0,10840,Manufacturing,BT23 4YH
Northern Ireland,Antrim and Newtownabbey,"9,818","25,525",0,82990,Administrative And Support Service Activities,BT36 7AP
Irish Republic,Derry City and Strabane,"322,168","2,949,005",61,14190,Manufacturing,BT82 9EA
Northern Ireland,Mid Ulster,"21,000","100,000",3,28302,Manufacturing,BT45 8LQ
Northern Ireland,Ards and North Down,"6,087","20,290",0,25610,Manufacturing,BT23 5PW
Northern Ireland,Belfast,"20,000","20,000",0,14190,Manufacturing,BT9 6FJ
Northern Ireland,"Armagh City, Banbridge and Craigavon","3,000","7,500",0,16230,Manufacturing,BT67 9BG
Northern Ireland,Belfast,"15,872","40,155",0,71111,"Professional, Scientific And Technical Activities",BT5 4GS
Northern Ireland,Ards and North Down,"5,000","10,320",0,10840,Manufacturing,BT23 4YH
Northern Ireland,Mid and East Antrim,"25,500","72,856",0,82990,Administrative And Support Service Activities,BT42 1JQ
Northern Ireland,Causeway Coast and Glens,"9,756","24,390",0,10390,Manufacturing,BT53 7QN
Northern Ireland,"Newry, Mourne and Down","3,000","7,500",0,62010,Information And Communication,BT35 6QH
Northern Ireland,"Armagh City, Banbridge and Craigavon","5,426","14,134",0,25110,Manufacturing,BT63 5WE
Northern Ireland,Lisburn and Castlereagh,"2,143","9,405",0,16230,Manufacturing,BT8 8EF
Northern Ireland,Fermanagh and Omagh,"20,000","20,000",0,10890,Manufacturing,BT77 0AX
Northern Ireland,"Armagh City, Banbridge and Craigavon",850,"1,700",0,22290,Manufacturing,BT61 8AE
